Index;PortfolioSide;Strategy;Year;AnnualReturn
SP100;Benchmark;Benchmark_Equal;2019;0.28060069754583483
SP100;Benchmark;Benchmark_Equal;2020;0.1233340875921658
SP100;Benchmark;Benchmark_Equal;2021;0.2768953356805317
SP100;Benchmark;Benchmark_Equal;2022;-0.10217241063327165
SP100;Benchmark;Benchmark_Equal;2023;0.22241013394978548
SP100;Benchmark;Benchmark_Equal;2024;0.19763222837817795
SP100;Benchmark;Benchmark_MCap;2015;-0.009982053425221515
SP100;Benchmark;Benchmark_MCap;2016;0.07071134360010167
SP100;Benchmark;Benchmark_MCap;2017;0.18503016446550635
SP100;Benchmark;Benchmark_MCap;2018;-0.03592382816192241
SP100;Benchmark;Benchmark_MCap;2019;0.3305723104720035
SP100;Benchmark;Benchmark_MCap;2020;0.20212274599713487
SP100;Benchmark;Benchmark_MCap;2021;0.3412693466299175
SP100;Benchmark;Benchmark_MCap;2022;-0.2142041371788681
SP100;Benchmark;Benchmark_MCap;2023;0.3491791873058161
SP100;Benchmark;Benchmark_MCap;2024;0.3155441638003973
SP100;Bottom;Annual_BlackLitterman;2016;0.15046807346190016
SP100;Bottom;Annual_BlackLitterman;2017;0.38057849561427903
SP100;Bottom;Annual_BlackLitterman;2018;-0.17926029318558534
SP100;Bottom;Annual_BlackLitterman;2019;0.25971638790403584
SP100;Bottom;Annual_BlackLitterman;2020;0.012142950612942016
SP100;Bottom;Annual_BlackLitterman;2021;0.17090957682988828
SP100;Bottom;Annual_BlackLitterman;2022;0.0360651576498483
SP100;Bottom;Annual_BlackLitterman;2023;0.05515836915808858
SP100;Bottom;Annual_BlackLitterman;2024;0.2878151782408971
SP100;Bottom;Annual_BlackLitterman_MinusBenchmark;2016;0.060213229960171644
SP100;Bottom;Annual_BlackLitterman_MinusBenchmark;2017;0.146679960392055
SP100;Bottom;Annual_BlackLitterman_MinusBenchmark;2018;-0.12459514667556126
SP100;Bottom;Annual_BlackLitterman_MinusBenchmark;2019;-0.033385912279606744
SP100;Bottom;Annual_BlackLitterman_MinusBenchmark;2020;-0.16598071921884583
SP100;Bottom;Annual_BlackLitterman_MinusBenchmark;2021;-0.10200251957143269
SP100;Bottom;Annual_BlackLitterman_MinusBenchmark;2022;0.3216687877492084
SP100;Bottom;Annual_BlackLitterman_MinusBenchmark;2023;-0.19994560297508757
SP100;Bottom;Annual_BlackLitterman_MinusBenchmark;2024;-0.04668928547319462
SP100;Bottom;Annual_Equal;2015;-0.005635700388983644
SP100;Bottom;Annual_Equal;2016;0.21601797801484723
SP100;Bottom;Annual_Equal;2017;0.25703780349153327
SP100;Bottom;Annual_Equal;2018;-0.053761629457488636
SP100;Bottom;Annual_Equal;2019;0.27249166791686785
SP100;Bottom;Annual_Equal;2020;0.15102213758657923
SP100;Bottom;Annual_Equal;2021;0.16616574670601292
SP100;Bottom;Annual_Equal;2022;-0.09614718298755742
SP100;Bottom;Annual_Equal;2023;0.18859586003573425
SP100;Bottom;Annual_Equal;2024;0.31440675176993005
SP100;Bottom;Annual_Equal_MinusBenchmark;2015;-0.011185635995750287
SP100;Bottom;Annual_Equal_MinusBenchmark;2016;0.07950511161391516
SP100;Bottom;Annual_Equal_MinusBenchmark;2017;0.03674132739614078
SP100;Bottom;Annual_Equal_MinusBenchmark;2018;-0.0037577046428006744
SP100;Bottom;Annual_Equal_MinusBenchmark;2019;-0.006080794457215766
SP100;Bottom;Annual_Equal_MinusBenchmark;2020;0.018729413083009794
SP100;Bottom;Annual_Equal_MinusBenchmark;2021;-0.0857485307417235
SP100;Bottom;Annual_Equal_MinusBenchmark;2022;0.009164613106070751
SP100;Bottom;Annual_Equal_MinusBenchmark;2023;-0.029478958232995067
SP100;Bottom;Annual_Equal_MinusBenchmark;2024;0.09598291236833689
SP100;Bottom;Annual_MCap;2015;0.03748339871952289
SP100;Bottom;Annual_MCap;2016;0.1913488192617041
SP100;Bottom;Annual_MCap;2017;0.2943283565257582
SP100;Bottom;Annual_MCap;2018;-0.09551332347659847
SP100;Bottom;Annual_MCap;2019;0.28434139100025324
SP100;Bottom;Annual_MCap;2020;0.19706772803075823
SP100;Bottom;Annual_MCap;2021;0.15360011711002985
SP100;Bottom;Annual_MCap;2022;-0.08658863369592906
SP100;Bottom;Annual_MCap;2023;0.16220861324259794
SP100;Bottom;Annual_MCap;2024;0.34802290849379425
SP100;Bottom;Annual_MCap_MinusBenchmark;2015;0.03587816656365983
SP100;Bottom;Annual_MCap_MinusBenchmark;2016;0.10163859040649692
SP100;Bottom;Annual_MCap_MinusBenchmark;2017;0.09026128431996416
SP100;Bottom;Annual_MCap_MinusBenchmark;2018;-0.03328604039307115
SP100;Bottom;Annual_MCap_MinusBenchmark;2019;-0.007142451661672711
SP100;Bottom;Annual_MCap_MinusBenchmark;2020;-0.01957916925936043
SP100;Bottom;Annual_MCap_MinusBenchmark;2021;-0.09582082556277238
SP100;Bottom;Annual_MCap_MinusBenchmark;2022;0.16894513647442433
SP100;Bottom;Annual_MCap_MinusBenchmark;2023;-0.12281507217846388
SP100;Bottom;Annual_MCap_MinusBenchmark;2024;0.024209197060057974
SP100;Bottom;Annual_RiskParity;2016;0.22084343909739457
SP100;Bottom;Annual_RiskParity;2017;0.25398643133255305
SP100;Bottom;Annual_RiskParity;2018;-0.08936768831078346
SP100;Bottom;Annual_RiskParity;2019;0.2554769371216057
SP100;Bottom;Annual_RiskParity;2020;0.12499419471965978
SP100;Bottom;Annual_RiskParity;2021;0.1511675272250277
SP100;Bottom;Annual_RiskParity;2022;-0.10107673969743936
SP100;Bottom;Annual_RiskParity;2023;0.13533164244170082
SP100;Bottom;Annual_RiskParity;2024;0.3095543637815956
SP100;Bottom;Annual_RiskParity_MinusBenchmark;2016;0.12983345128419566
SP100;Bottom;Annual_RiskParity_MinusBenchmark;2017;0.05533421746281353
SP100;Bottom;Annual_RiskParity_MinusBenchmark;2018;-0.028357746564186326
SP100;Bottom;Annual_RiskParity_MinusBenchmark;2019;-0.0296695069868107
SP100;Bottom;Annual_RiskParity_MinusBenchmark;2020;-0.08004928338479755
SP100;Bottom;Annual_RiskParity_MinusBenchmark;2021;-0.1030436460678208
SP100;Bottom;Annual_RiskParity_MinusBenchmark;2022;0.16389335125604276
SP100;Bottom;Annual_RiskParity_MinusBenchmark;2023;-0.13761653957914843
SP100;Bottom;Annual_RiskParity_MinusBenchmark;2024;-0.00921109718222013
SP100;Bottom;BuyHold_Equal;2015;0.025485262617379822
SP100;Bottom;BuyHold_Equal;2016;0.19335446039537563
SP100;Bottom;BuyHold_Equal;2017;0.24272560976147184
SP100;Bottom;BuyHold_Equal;2018;-0.059703458749306715
SP100;Bottom;BuyHold_Equal;2019;0.2653678127874659
SP100;Bottom;BuyHold_Equal;2020;0.10792900763444524
SP100;Bottom;BuyHold_Equal;2021;0.2536172311687217
SP100;Bottom;BuyHold_Equal;2022;-0.10616681873051115
SP100;Bottom;BuyHold_Equal;2023;0.2457617971408217
SP100;Bottom;BuyHold_Equal;2024;0.19901034640793025
SP100;Bottom;BuyHold_Equal_MinusBenchmark;2015;0.019938349521646304
SP100;Bottom;BuyHold_Equal_MinusBenchmark;2016;0.05302033568579967
SP100;Bottom;BuyHold_Equal_MinusBenchmark;2017;0.024607559003011925
SP100;Bottom;BuyHold_Equal_MinusBenchmark;2018;-0.0058073758270124065
SP100;Bottom;BuyHold_Equal_MinusBenchmark;2019;-0.01228618090334721
SP100;Bottom;BuyHold_Equal_MinusBenchmark;2020;-0.005234852677085122
SP100;Bottom;BuyHold_Equal_MinusBenchmark;2021;-0.018062685170269765
SP100;Bottom;BuyHold_Equal_MinusBenchmark;2022;-0.0031993374651904105
SP100;Bottom;BuyHold_Equal_MinusBenchmark;2023;0.015598715442793454
SP100;Bottom;BuyHold_Equal_MinusBenchmark;2024;1.261174268307741e-05
SP100;Bottom;BuyHold_MCap;2015;0.0607540657077541
SP100;Bottom;BuyHold_MCap;2016;0.1710545169832367
SP100;Bottom;BuyHold_MCap;2017;0.32377283581446337
SP100;Bottom;BuyHold_MCap;2018;-0.042909564525087984
SP100;Bottom;BuyHold_MCap;2019;0.29592281361183015
SP100;Bottom;BuyHold_MCap;2020;0.15479009874249194
SP100;Bottom;BuyHold_MCap;2021;0.216899541982835
SP100;Bottom;BuyHold_MCap;2022;-0.18808837654753363
SP100;Bottom;BuyHold_MCap;2023;0.37433249527047097
SP100;Bottom;BuyHold_MCap;2024;0.2894011602786002
SP100;Bottom;BuyHold_MCap_MinusBenchmark;2015;0.05809450862901677
SP100;Bottom;BuyHold_MCap_MinusBenchmark;2016;0.08282024114632702
SP100;Bottom;BuyHold_MCap_MinusBenchmark;2017;0.10989595566105015
SP100;Bottom;BuyHold_MCap_MinusBenchmark;2018;0.013909842150269025
SP100;Bottom;BuyHold_MCap_MinusBenchmark;2019;-0.0029538490207218215
SP100;Bottom;BuyHold_MCap_MinusBenchmark;2020;-0.053688620359009676
SP100;Bottom;BuyHold_MCap_MinusBenchmark;2021;-0.03829617691611398
SP100;Bottom;BuyHold_MCap_MinusBenchmark;2022;0.046495745742780814
SP100;Bottom;BuyHold_MCap_MinusBenchmark;2023;0.034529498921711976
SP100;Bottom;BuyHold_MCap_MinusBenchmark;2024;-0.03755936392650394
SP100;Top;Annual_BlackLitterman;2016;0.13406318668107953
SP100;Top;Annual_BlackLitterman;2017;0.2909981657728149
SP100;Top;Annual_BlackLitterman;2018;0.2009405949346006
SP100;Top;Annual_BlackLitterman;2019;0.3252889368904206
SP100;Top;Annual_BlackLitterman;2020;0.343491152180162
SP100;Top;Annual_BlackLitterman;2021;0.3188112376687029
SP100;Top;Annual_BlackLitterman;2022;-0.21685812989345177
SP100;Top;Annual_BlackLitterman;2023;0.22025389349490343
SP100;Top;Annual_BlackLitterman;2024;0.11444044515102636
SP100;Top;Annual_BlackLitterman_MinusBenchmark;2016;0.029265426408530804
SP100;Top;Annual_BlackLitterman_MinusBenchmark;2017;0.06871469297107624
SP100;Top;Annual_BlackLitterman_MinusBenchmark;2018;0.262771177719189
SP100;Top;Annual_BlackLitterman_MinusBenchmark;2019;0.03462776785841837
SP100;Top;Annual_BlackLitterman_MinusBenchmark;2020;0.1636709393321052
SP100;Top;Annual_BlackLitterman_MinusBenchmark;2021;0.037534594826161616
SP100;Top;Annual_BlackLitterman_MinusBenchmark;2022;0.0009771002619325397
SP100;Top;Annual_BlackLitterman_MinusBenchmark;2023;-0.07477843504791137
SP100;Top;Annual_BlackLitterman_MinusBenchmark;2024;-0.1693742442365751
SP100;Top;Annual_Equal;2015;0.08308529642308882
SP100;Top;Annual_Equal;2016;0.14111764867066867
SP100;Top;Annual_Equal;2017;0.2029735516471569
SP100;Top;Annual_Equal;2018;-0.09196202456419
SP100;Top;Annual_Equal;2019;0.3312907714461859
SP100;Top;Annual_Equal;2020;0.09722297755300513
SP100;Top;Annual_Equal;2021;0.23512888335319548
SP100;Top;Annual_Equal;2022;-0.15901792654835578
SP100;Top;Annual_Equal;2023;0.01831332191256929
SP100;Top;Annual_Equal;2024;0.2141521493755001
SP100;Top;Annual_Equal_MinusBenchmark;2015;0.07576921835384942
SP100;Top;Annual_Equal_MinusBenchmark;2016;0.004940552164354628
SP100;Top;Annual_Equal_MinusBenchmark;2017;-0.008403355580753669
SP100;Top;Annual_Equal_MinusBenchmark;2018;-0.04154814484884728
SP100;Top;Annual_Equal_MinusBenchmark;2019;0.04087357957079574
SP100;Top;Annual_Equal_MinusBenchmark;2020;-0.022047060823744635
SP100;Top;Annual_Equal_MinusBenchmark;2021;-0.03412070853032667
SP100;Top;Annual_Equal_MinusBenchmark;2022;-0.06699829574334992
SP100;Top;Annual_Equal_MinusBenchmark;2023;-0.17089994325201718
SP100;Top;Annual_Equal_MinusBenchmark;2024;0.013784651366392842
SP100;Top;Annual_MCap;2015;0.10349853924479868
SP100;Top;Annual_MCap;2016;0.13398491896170417
SP100;Top;Annual_MCap;2017;0.23730639669412668
SP100;Top;Annual_MCap;2018;-0.013669512669447714
SP100;Top;Annual_MCap;2019;0.4060310589085754
SP100;Top;Annual_MCap;2020;0.32234206007738164
SP100;Top;Annual_MCap;2021;0.3958064280273099
SP100;Top;Annual_MCap;2022;-0.21548057113315888
SP100;Top;Annual_MCap;2023;0.31805902752811455
SP100;Top;Annual_MCap;2024;0.12527364597649293
SP100;Top;Annual_MCap_MinusBenchmark;2015;0.09092842145287383
SP100;Top;Annual_MCap_MinusBenchmark;2016;0.041498466811833445
SP100;Top;Annual_MCap_MinusBenchmark;2017;0.028305886726768925
SP100;Top;Annual_MCap_MinusBenchmark;2018;0.04506931644594725
SP100;Top;Annual_MCap_MinusBenchmark;2019;0.1025578285034987
SP100;Top;Annual_MCap_MinusBenchmark;2020;0.10755116932116793
SP100;Top;Annual_MCap_MinusBenchmark;2021;0.10699640682719802
SP100;Top;Annual_MCap_MinusBenchmark;2022;0.012265169780157681
SP100;Top;Annual_MCap_MinusBenchmark;2023;-0.001430122724717986
SP100;Top;Annual_MCap_MinusBenchmark;2024;-0.1416813978449447
SP100;Top;Annual_RiskParity;2016;0.13382477861015984
SP100;Top;Annual_RiskParity;2017;0.18388083179125458
SP100;Top;Annual_RiskParity;2018;-0.09281883492874099
SP100;Top;Annual_RiskParity;2019;0.32520854355678597
SP100;Top;Annual_RiskParity;2020;0.10014858862600784
SP100;Top;Annual_RiskParity;2021;0.24325710469331607
SP100;Top;Annual_RiskParity;2022;-0.133871171246274
SP100;Top;Annual_RiskParity;2023;0.005758839046388298
SP100;Top;Annual_RiskParity;2024;0.20693426580225083
SP100;Top;Annual_RiskParity_MinusBenchmark;2016;0.03848797149352401
SP100;Top;Annual_RiskParity_MinusBenchmark;2017;-0.01497287376865486
SP100;Top;Annual_RiskParity_MinusBenchmark;2018;-0.03713398397258705
SP100;Top;Annual_RiskParity_MinusBenchmark;2019;0.035947078559483536
SP100;Top;Annual_RiskParity_MinusBenchmark;2020;-0.08517917022556487
SP100;Top;Annual_RiskParity_MinusBenchmark;2021;-0.03235728201514476
SP100;Top;Annual_RiskParity_MinusBenchmark;2022;0.10790540411164118
SP100;Top;Annual_RiskParity_MinusBenchmark;2023;-0.23224298718610226
SP100;Top;Annual_RiskParity_MinusBenchmark;2024;-0.09051902911962317
SP100;Top;BuyHold_Equal;2015;0.08308529642308882
SP100;Top;BuyHold_Equal;2016;0.12567455777168823
SP100;Top;BuyHold_Equal;2017;0.28289934195049926
SP100;Top;BuyHold_Equal;2018;-0.035400715594858245
SP100;Top;BuyHold_Equal;2019;0.30727175631614045
SP100;Top;BuyHold_Equal;2020;0.13823828340158806
SP100;Top;BuyHold_Equal;2021;0.2330664205701869
SP100;Top;BuyHold_Equal;2022;-0.1746319392959178
SP100;Top;BuyHold_Equal;2023;0.1724089784692695
SP100;Top;BuyHold_Equal;2024;0.06856836796548094
SP100;Top;BuyHold_Equal_MinusBenchmark;2015;0.07576921835384942
SP100;Top;BuyHold_Equal_MinusBenchmark;2016;-0.010234086965588807
SP100;Top;BuyHold_Equal_MinusBenchmark;2017;0.05705040687525931
SP100;Top;BuyHold_Equal_MinusBenchmark;2018;0.019391289134274903
SP100;Top;BuyHold_Equal_MinusBenchmark;2019;0.021198473791186556
SP100;Top;BuyHold_Equal_MinusBenchmark;2020;0.00855396843188383
SP100;Top;BuyHold_Equal_MinusBenchmark;2021;-0.036350745765189596
SP100;Top;BuyHold_Equal_MinusBenchmark;2022;-0.07920296643533642
SP100;Top;BuyHold_Equal_MinusBenchmark;2023;-0.04222432639905105
SP100;Top;BuyHold_Equal_MinusBenchmark;2024;-0.10775268709747943
SP100;Top;BuyHold_MCap;2015;0.10349853924479868
SP100;Top;BuyHold_MCap;2016;0.12345468739440024
SP100;Top;BuyHold_MCap;2017;0.2901043110630337
SP100;Top;BuyHold_MCap;2018;0.03413380708094493
SP100;Top;BuyHold_MCap;2019;0.3680770282457655
SP100;Top;BuyHold_MCap;2020;0.23057266986897162
SP100;Top;BuyHold_MCap;2021;0.35702456796494175
SP100;Top;BuyHold_MCap;2022;-0.21866982940005408
SP100;Top;BuyHold_MCap;2023;0.3614045743655596
SP100;Top;BuyHold_MCap;2024;0.06565090771631565
SP100;Top;BuyHold_MCap_MinusBenchmark;2015;0.09092842145287383
SP100;Top;BuyHold_MCap_MinusBenchmark;2016;0.023835994134248528
SP100;Top;BuyHold_MCap_MinusBenchmark;2017;0.06887063437507801
SP100;Top;BuyHold_MCap_MinusBenchmark;2018;0.08195311569670238
SP100;Top;BuyHold_MCap_MinusBenchmark;2019;0.0766590268112346
SP100;Top;BuyHold_MCap_MinusBenchmark;2020;0.04804612421093446
SP100;Top;BuyHold_MCap_MinusBenchmark;2021;0.07661358370772886
SP100;Top;BuyHold_MCap_MinusBenchmark;2022;0.003928233186023533
SP100;Top;BuyHold_MCap_MinusBenchmark;2023;0.04055441007174476
SP100;Top;BuyHold_MCap_MinusBenchmark;2024;-0.18752651424410882
SP100;TopMinusBottom;Annual_BlackLitterman;2016;-0.03596389822769863
SP100;TopMinusBottom;Annual_BlackLitterman;2017;-0.07102060731726134
SP100;TopMinusBottom;Annual_BlackLitterman;2018;0.4630883376347452
SP100;TopMinusBottom;Annual_BlackLitterman;2019;0.0440928959414002
SP100;TopMinusBottom;Annual_BlackLitterman;2020;0.29334937070892586
SP100;TopMinusBottom;Annual_BlackLitterman;2021;0.11648532554437319
SP100;TopMinusBottom;Annual_BlackLitterman;2022;-0.24653587985459546
SP100;TopMinusBottom;Annual_BlackLitterman;2023;0.14694614520289884
SP100;TopMinusBottom;Annual_BlackLitterman;2024;-0.13943945903562993
SP100;TopMinusBottom;Annual_Equal;2015;0.08498768262623035
SP100;TopMinusBottom;Annual_Equal;2016;-0.07883929535329959
SP100;TopMinusBottom;Annual_Equal;2017;-0.04754397570113322
SP100;TopMinusBottom;Annual_Equal;2018;-0.04286940072842971
SP100;TopMinusBottom;Annual_Equal;2019;0.04130545414437359
SP100;TopMinusBottom;Annual_Equal;2020;-0.0461769580204342
SP100;TopMinusBottom;Annual_Equal;2021;0.04915001005124853
SP100;TopMinusBottom;Annual_Equal;2022;-0.08242667778545432
SP100;TopMinusBottom;Annual_Equal;2023;-0.1498691230206074
SP100;TopMinusBottom;Annual_Equal;2024;-0.07957109309835309
SP100;TopMinusBottom;Annual_MCap;2015;0.0605133108716871
SP100;TopMinusBottom;Annual_MCap;2016;-0.056043204534103386
SP100;TopMinusBottom;Annual_MCap;2017;-0.047110242009031134
SP100;TopMinusBottom;Annual_MCap;2018;0.0828538519134665
SP100;TopMinusBottom;Annual_MCap;2019;0.09095822438174594
SP100;TopMinusBottom;Annual_MCap;2020;0.10362837563571192
SP100;TopMinusBottom;Annual_MCap;2021;0.20111925145900078
SP100;TopMinusBottom;Annual_MCap;2022;-0.1437093235169944
SP100;TopMinusBottom;Annual_MCap;2023;0.12990246982394438
SP100;TopMinusBottom;Annual_MCap;2024;-0.16661840687995344
SP100;TopMinusBottom;Annual_RiskParity;2016;-0.08648253575651688
SP100;TopMinusBottom;Annual_RiskParity;2017;-0.05983176824224867
SP100;TopMinusBottom;Annual_RiskParity;2018;-0.006724601481016834
SP100;TopMinusBottom;Annual_RiskParity;2019;0.05043426247440097
SP100;TopMinusBottom;Annual_RiskParity;2020;-0.023952316814260688
SP100;TopMinusBottom;Annual_RiskParity;2021;0.06935880664893701
SP100;TopMinusBottom;Annual_RiskParity;2022;-0.05049684433240309
SP100;TopMinusBottom;Annual_RiskParity;2023;-0.11926583327717077
SP100;TopMinusBottom;Annual_RiskParity;2024;-0.0808813237285505
SP100;TopMinusBottom;BuyHold_Equal;2015;0.051879257786070276
SP100;TopMinusBottom;BuyHold_Equal;2016;-0.06267481175654877
SP100;TopMinusBottom;BuyHold_Equal;2017;0.029196986790611223
SP100;TopMinusBottom;BuyHold_Equal;2018;0.02094020988155676
SP100;TopMinusBottom;BuyHold_Equal;2019;0.02970528675399331
SP100;TopMinusBottom;BuyHold_Equal;2020;6.956725880957748e-05
SP100;TopMinusBottom;BuyHold_Equal;2021;-0.022896079087169507
SP100;TopMinusBottom;BuyHold_Equal;2022;-0.08134533641593356
SP100;TopMinusBottom;BuyHold_Equal;2023;-0.062095189726884326
SP100;TopMinusBottom;BuyHold_Equal;2024;-0.11436265603653051
SP100;TopMinusBottom;BuyHold_MCap;2015;0.03695003097339078
SP100;TopMinusBottom;BuyHold_MCap;2016;-0.04517928718572406
SP100;TopMinusBottom;BuyHold_MCap;2017;-0.027978096413738274
SP100;TopMinusBottom;BuyHold_MCap;2018;0.0740576749086661
SP100;TopMinusBottom;BuyHold_MCap;2019;0.05281839812598643
SP100;TopMinusBottom;BuyHold_MCap;2020;0.05196092966881527
SP100;TopMinusBottom;BuyHold_MCap;2021;0.10632844011238718
SP100;TopMinusBottom;BuyHold_MCap;2022;-0.042931312236952346
SP100;TopMinusBottom;BuyHold_MCap;2023;-0.012504869354235448
SP100;TopMinusBottom;BuyHold_MCap;2024;-0.1797062945002088
